question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,TP,FP,FN,entity_type,TN,precision,recall,f1
What is the occupation of Mr. Mocre?,poet; songwriter,"Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.",Mr. Mocre,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mr. Mocre""
Sentence: ""Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.""
Question: ""What is the occupation of Mr. Mocre?""

Answer:",adaptor of words to music; arranger,Q315346,person,Q49757;Q753110,Q1643514,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Mr. Bishop?,composer; conductor,"Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.",Mr. Bishop,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mr. Bishop""
Sentence: ""Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.""
Question: ""What is the occupation of Mr. Bishop?""

Answer:",music arranger; composer; orchestrator,Q1200639,person,Q36834;Q158852,Q1643514;Q36834;Q3355249,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Rameau?,composer; organist; choreographer; harpsichordist; musicologist; music theorist; theorist,"Rameau was in despair, and thought to renounce the theatre.",Rameau,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Rameau""
Sentence: ""Rameau was in despair, and thought to renounce the theatre.""
Question: ""What is the occupation of Rameau?""

Answer:",composer; musicologist; music teacher; pianist; organist; music theorist; music editor,Q1145,person,Q36834;Q765778;Q2490358;Q5371902;Q14915627;Q16031530;Q18931911,Q36834;Q14915627;Q2675537;Q486748;Q765778;Q16031530;Q6941738,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of H. Lazarus?,composer; clarinetist; saxophonist; musicologist; music educator; wind instrument player,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",H. Lazarus,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""H. Lazarus""
Sentence: ""F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.""
Question: ""What is the occupation of H. Lazarus?""

Answer:",I cannot determine the occupation of H. Lazarus from the given sentence. The sentence does not provide enough context to determine the occupation of H. Lazarus.,Q5724751,person,Q36834;Q118865;Q12800682;Q14915627;Q16145150;Q97572814,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of J. Thomas?,composer; music educator,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",J. Thomas,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""J. Thomas""
Sentence: ""F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.""
Question: ""What is the occupation of J. Thomas?""

Answer:",I cannot determine the occupation of J. Thomas from the given sentence. The sentence only lists some names but does not provide information about their occupations.,Q1701921,person,Q36834;Q16145150,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Batiste?,composer; organist; university teacher; music educator,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Batiste,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Batiste""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Batiste?""

Answer:",organist; composer,Q274231,person,Q36834;Q765778;Q1622272;Q16145150,Q765778;Q36834,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Lefébure - Wély?,composer; pianist; organist,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Lefébure - Wély,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Lefébure - Wély""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Lefébure - Wély?""

Answer:",organist,Q546919,person,Q36834;Q486748;Q765778,Q765778,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Mendelssohn?,writer; composer; conductor; pianist; organist; painter; university teacher; musicologist; music educator,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Mendelssohn,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mendelssohn""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Mendelssohn?""

Answer:","composer; pianist; conductor; organist; music director

The person ""Mendelssohn"" is mentioned in the sentence provided in relation to a piece of music, specifically a ""Fugue"". Mendelssohn is a renowned composer, and in this context, it is highly likely that the reference to his work is in relation to his compositional output. Additionally, given that the piece is a ""Fugue"", it suggests that the reference is to Mendelssohn's prowess as a keyboardist, since fugues are often written for keyboard instruments. Mendelssohn was a skilled pianist and organist, and he often performed his own works in concerts. He also served as a music director and conductor, leading orchestras and choirs in performances of his own compositions and works by other composers. Therefore, based on the information provided, we can infer that Mendelssohn's occupation was that of a composer, pianist, conductor, organist, and music director.",Q46096,person,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Gounod?,composer; organist; musicologist; music educator; classical composer,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Gounod,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Gounod""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Gounod?""

Answer:",composer; musician; conductor; pianist; organist; music teacher,Q180278,person,Q36834;Q765778;Q14915627;Q16145150;Q21680663,Q36834;Q639669;Q228422;Q486748;Q765778;Q2675537,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Mendelssohn?,writer; composer; conductor; pianist; organist; painter; university teacher; musicologist; music educator,"There were aymptoms of weariness, to be sute, in some of the high tenors in the last piece, that noble double chorus from Mendelssohn's “Oedipus,’ and",Mendelssohn,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mendelssohn""
Sentence: ""There were aymptoms of weariness, to be sute, in some of the high tenors in the last piece, that noble double chorus from Mendelssohn's “Oedipus,’ and""
Question: ""What is the occupation of Mendelssohn?""

Answer:","composer; conductor; pianist; organist; soloist; orchestrator; musical director; pianofortist; professor; accompanist; singer; music director; arranger

(Note: The answer is generated based on Mendelssohn's actual occupations, not only based on the given sentence; as the provided sentence does not imply a specific occupation.)",Q46096,person,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Earl of Cawdor?,politician,"Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.",Earl of Cawdor,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Earl of Cawdor""
Sentence: ""Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.""
Question: ""What is the occupation of Earl of Cawdor?""

Answer:",noble; politican; landowner,Q6224952,person,Q82955,Q16744001;Q1483709,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Dr. Burney?,writer; composer; historian; organist; harpsichordist; musicologist; music historian,Of the publication of Volume II. of Dr. Burney’s great work we have the following account:,Dr. Burney,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Dr. Burney""
Sentence: ""Of the publication of Volume II. of Dr. Burney’s great work we have the following account:""
Question: ""What is the occupation of Dr. Burney?""

Answer:",author; music historian; diarist,Q547002,person,Q36180;Q36834;Q201788;Q765778;Q5371902;Q14915627;Q20198542,Q482980;Q20198542;Q18939491,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
