question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,TP,FP,FN,entity_type,TN,precision,recall,f1
What is the occupation of Cherubini?,composer; conductor; musicologist; music theorist; music educator,"The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.",Cherubini,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Cherubini""
Sentence: ""The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.""
Question: ""What is the occupation of Cherubini?""

Answer:",composer; conductor; music educator,Q20721,person,Q36834;Q158852;Q14915627;Q16031530;Q16145150,Q36834;Q228422;Q16145150,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Lefébure - Wély?,composer; pianist; organist,"The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.",Lefébure - Wély,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Lefébure - Wély""
Sentence: ""The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.""
Question: ""What is the occupation of Lefébure - Wély?""

Answer:",composer; organist; music educator,Q546919,person,Q36834;Q486748;Q765778,Q36834;Q765778;Q16145150,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Mr. Mocre?,poet; songwriter,"Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.",Mr. Mocre,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mr. Mocre""
Sentence: ""Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.""
Question: ""What is the occupation of Mr. Mocre?""

Answer:",adapter; arranger,Q315346,person,Q49757;Q753110,Q61875042;Q1643514,0,0,1,1,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Mr. Bishop?,composer; conductor,"Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.",Mr. Bishop,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mr. Bishop""
Sentence: ""Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.""
Question: ""What is the occupation of Mr. Bishop?""

Answer:",arranger; composer,Q1200639,person,Q36834;Q158852,Q1643514;Q36834,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Rameau?,composer; organist; choreographer; harpsichordist; musicologist; music theorist; theorist,"Rameau was in despair, and thought to renounce the theatre.",Rameau,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Rameau""
Sentence: ""Rameau was in despair, and thought to renounce the theatre.""
Question: ""What is the occupation of Rameau?""

Answer:",composer; music theorist; playwright; musician; conductor; harpsichordist,Q1145,person,Q36834;Q765778;Q2490358;Q5371902;Q14915627;Q16031530;Q18931911,Q36834;Q16031530;Q214917;Q639669;Q228422;Q5371902,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of H. Lazarus?,composer; clarinetist; saxophonist; musicologist; music educator; wind instrument player,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",H. Lazarus,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""H. Lazarus""
Sentence: ""F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.""
Question: ""What is the occupation of H. Lazarus?""

Answer:",principal,Q5724751,person,Q36834;Q118865;Q12800682;Q14915627;Q16145150;Q97572814,Q7245049,0,0,1,1,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of J. Thomas?,composer; music educator,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",J. Thomas,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""J. Thomas""
Sentence: ""F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.""
Question: ""What is the occupation of J. Thomas?""

Answer:",principal,Q1701921,person,Q36834;Q16145150,Q7245049,0,0,1,1,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Batiste?,composer; organist; university teacher; music educator,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Batiste,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Batiste""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Batiste?""

Answer:",composer; organist; conductor; music educator,Q274231,person,Q36834;Q765778;Q1622272;Q16145150,Q36834;Q765778;Q228422;Q16145150,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Lefébure - Wély?,composer; pianist; organist,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Lefébure - Wély,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Lefébure - Wély""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Lefébure - Wély?""

Answer:",composer; organist; musician,Q546919,person,Q36834;Q486748;Q765778,Q36834;Q765778;Q639669,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Mendelssohn?,writer; composer; conductor; pianist; organist; painter; university teacher; musicologist; music educator,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Mendelssohn,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mendelssohn""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Mendelssohn?""

Answer:",composer; conductor; pianist; music educator; organist; conductor; musicologist,Q46096,person,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,Q36834;Q228422;Q486748;Q16145150;Q765778;Q228422;Q14915627,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Gounod?,composer; organist; musicologist; music educator; classical composer,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Gounod,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Gounod""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the occupation of Gounod?""

Answer:",composer; conductor; pianist; music educator,Q180278,person,Q36834;Q765778;Q14915627;Q16145150;Q21680663,Q36834;Q228422;Q486748;Q16145150,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Mendelssohn?,writer; composer; conductor; pianist; organist; painter; university teacher; musicologist; music educator,"There were aymptoms of weariness, to be sute, in some of the high tenors in the last piece, that noble double chorus from Mendelssohn's “Oedipus,’ and",Mendelssohn,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mendelssohn""
Sentence: ""There were aymptoms of weariness, to be sute, in some of the high tenors in the last piece, that noble double chorus from Mendelssohn's “Oedipus,’ and""
Question: ""What is the occupation of Mendelssohn?""

Answer:",composer; conductor; pianist; organist; music educator,Q46096,person,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,Q36834;Q228422;Q486748;Q765778;Q16145150,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Earl of Cawdor?,politician,"Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.",Earl of Cawdor,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Earl of Cawdor""
Sentence: ""Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.""
Question: ""What is the occupation of Earl of Cawdor?""

Answer:",noble; lord; aristocrat,Q6224952,person,Q82955,Q16744001;Q57979691;Q2478141,0,0,1,1,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of Dr. Burney?,writer; composer; historian; organist; harpsichordist; musicologist; music historian,Of the publication of Volume II. of Dr. Burney’s great work we have the following account:,Dr. Burney,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Dr. Burney""
Sentence: ""Of the publication of Volume II. of Dr. Burney’s great work we have the following account:""
Question: ""What is the occupation of Dr. Burney?""

Answer:",musicologist; historian; author; musician,Q547002,person,Q36180;Q36834;Q201788;Q765778;Q5371902;Q14915627;Q20198542,Q14915627;Q201788;Q482980;Q639669,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
What is the occupation of M. Eberwein?,composer; conductor,"On the same occasion, a quintett and chorus from Jerusalem delivered, an oratorio by M. Eberwein, which is still in MS. was received with much applause.",M. Eberwein,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""M. Eberwein""
Sentence: ""On the same occasion, a quintett and chorus from Jerusalem delivered, an oratorio by M. Eberwein, which is still in MS. was received with much applause.""
Question: ""What is the occupation of M. Eberwein?""

Answer:",composer; musician; conductor; arranger,Q215521,person,Q36834;Q158852,Q36834;Q639669;Q228422;Q1643514,0,1,0,0,QID,0,0.7524875621890548,0.7109283196239718,0.7311178247734139
