question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,TP,FP,FN,entity_type,TN,precision,recall,f1
What is the family name of F. Ralph?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",F. Ralph,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""F. Ralph""
Sentence: ""F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.""
Question: ""What is the family name of F. Ralph?""

Answer:",Ralph,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of P. Sainton?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",P. Sainton,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""P. Sainton""
Sentence: ""F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.""
Question: ""What is the family name of P. Sainton?""

Answer:",Sainton,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of A. White?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",A. White,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""A. White""
Sentence: ""F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.""
Question: ""What is the family name of A. White?""

Answer:",White,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of SPINDLER?,,The Music adapted from SPINDLER’s HUSARENRITT by Louis Dien1.,SPINDLER,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""SPINDLER""
Sentence: ""The Music adapted from SPINDLER’s HUSARENRITT by Louis Dien1.""
Question: ""What is the family name of SPINDLER?""

Answer:",SPINDLER,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Oakley?,,"Oakley, Esq., of Tavistock Place, and the late James Perry Esq.,. of the Morning Chronicle.",Oakley,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Oakley""
Sentence: ""Oakley, Esq., of Tavistock Place, and the late James Perry Esq.,. of the Morning Chronicle.""
Question: ""What is the family name of Oakley?""

Answer:",Oakley,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of T. Howell?,,"Original Instructions for the Violin, illustrated by Precepts and Examples, composed expressly for this Work, by T. Howell.. 507 XVI.",T. Howell,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""T. Howell""
Sentence: ""Original Instructions for the Violin, illustrated by Precepts and Examples, composed expressly for this Work, by T. Howell.. 507 XVI.""
Question: ""What is the family name of T. Howell?""

Answer:",Howell,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Mr. G.?,,"Mr. G.’s ideas of tuition are however very correct, and his book will prove useful to masters.",Mr. G.,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Mr. G.""
Sentence: ""Mr. G.’s ideas of tuition are however very correct, and his book will prove useful to masters.""
Question: ""What is the family name of Mr. G.?""

Answer:",G,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Mr. Batchelor?,,"a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.",Mr. Batchelor,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Mr. Batchelor""
Sentence: ""a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.""
Question: ""What is the family name of Mr. Batchelor?""

Answer:",Batchelor,NIL,person,Q4868723,Q4868723,1,1,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Mr. Duncan Finvay?,,"Mr. Duncan Finvay gave an evening concert at the Shaftesbury Park Lecture Hall, on Tuesday, the 15th ult.",Mr. Duncan Finvay,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Mr. Duncan Finvay""
Sentence: ""Mr. Duncan Finvay gave an evening concert at the Shaftesbury Park Lecture Hall, on Tuesday, the 15th ult.""
Question: ""What is the family name of Mr. Duncan Finvay?""

Answer:",Finvay,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Mrs. Wood?,,"Mr. and Mrs. Wood, it seems, are preparing to depart for America.",Mrs. Wood,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Mrs. Wood""
Sentence: ""Mr. and Mrs. Wood, it seems, are preparing to depart for America.""
Question: ""What is the family name of Mrs. Wood?""

Answer:",Wood,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of H. Hagemeyer?,,"on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.",H. Hagemeyer,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""H. Hagemeyer""
Sentence: ""on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.""
Question: ""What is the family name of H. Hagemeyer?""

Answer:",Hagemeyer,NIL,person,Q37007428,Q37007428,1,1,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Dr. Kitchiner?,,"himself, abridged and continued to his death, by Dr. Kitchiner; from which we learn, that _",Dr. Kitchiner,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Dr. Kitchiner""
Sentence: ""himself, abridged and continued to his death, by Dr. Kitchiner; from which we learn, that _""
Question: ""What is the family name of Dr. Kitchiner?""

Answer:",Kitchiner,NIL,person,Q112589726,Q112589726,1,1,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Bart?,,"The chair was occupied en the occasion by Sir Thomas Gladstone, Bart.",Bart,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Bart""
Sentence: ""The chair was occupied en the occasion by Sir Thomas Gladstone, Bart.""
Question: ""What is the family name of Bart?""

Answer:",Gladstone,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Walker?,,"| tains a new two - manual Organ by Walker, of London.",Walker,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Walker""
Sentence: ""| tains a new two - manual Organ by Walker, of London.""
Question: ""What is the family name of Walker?""

Answer:",Walker,NIL,person,Q1158605,Q1158605,1,1,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Mr. Mash?,,"The number of witnesses examined was forty - five, among whom were Mr. Mash of the Chamberlain’s Office, all the proprietors and managers of the various theatres, major and minor, many authors, and most of the principal actors.",Mr. Mash,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Mr. Mash""
Sentence: ""The number of witnesses examined was forty - five, among whom were Mr. Mash of the Chamberlain’s Office, all the proprietors and managers of the various theatres, major and minor, many authors, and most of the principal actors.""
Question: ""What is the family name of Mr. Mash?""

Answer:",Mash,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of M. Joachim Hoffman?,,"A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.",M. Joachim Hoffman,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""M. Joachim Hoffman""
Sentence: ""A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.""
Question: ""What is the family name of M. Joachim Hoffman?""

Answer:",Hoffman,NIL,person,Q224301,Q224301,1,1,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Dr. G. M : Garrett .?,,"Musical Society at Cambridge, in the y Term of 1871, under the direction of Dr. G. M: Garrett.",Dr. G. M : Garrett .,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Dr. G. M : Garrett .""
Sentence: ""Musical Society at Cambridge, in the y Term of 1871, under the direction of Dr. G. M: Garrett.""
Question: ""What is the family name of Dr. G. M : Garrett .?""

Answer:",Garrett,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of M. Schénche?,,"The Philharmonic Society, founded here by M. Schénche, is going on flourishingly.",M. Schénche,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""M. Schénche""
Sentence: ""The Philharmonic Society, founded here by M. Schénche, is going on flourishingly.""
Question: ""What is the family name of M. Schénche?""

Answer:",Schénche,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Mr. Hall?,,"We, therefore, heartily welcome Mr. Hall’s book, as a useful addition to the scanty literature on the subject.",Mr. Hall,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Mr. Hall""
Sentence: ""We, therefore, heartily welcome Mr. Hall’s book, as a useful addition to the scanty literature on the subject.""
Question: ""What is the family name of Mr. Hall?""

Answer:",Hall,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of G.?,,"G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.",G.,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""G.""
Sentence: ""G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.""
Question: ""What is the family name of G.?""

Answer:",Benson,NIl,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Benson?,,"G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.",Benson,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Benson""
Sentence: ""G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.""
Question: ""What is the family name of Benson?""

Answer:",Benson,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of P. Goldberg?,,"G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.",P. Goldberg,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""P. Goldberg""
Sentence: ""G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.""
Question: ""What is the family name of P. Goldberg?""

Answer:",Goldberg,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of T. A. Wallworth?,,"G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.",T. A. Wallworth,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""T. A. Wallworth""
Sentence: ""G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.""
Question: ""What is the family name of T. A. Wallworth?""

Answer:",Wallworth,NIL,person,,,0,0,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
What is the family name of Prior?,,"Thornhill drew ail their portraits in pencil, and Prior wrote humorous verses under each.",Prior,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Prior""
Sentence: ""Thornhill drew ail their portraits in pencil, and Prior wrote humorous verses under each.""
Question: ""What is the family name of Prior?""

Answer:",Prior,NIL,person,Q12799535,Q12799535,1,1,0,0,NIL,0,0.9130434782608695,0.8571428571428571,0.8842105263157894
