question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,source_file,source_approach,model,retriever,document,retrieved_context_ids,retrieved_context_texts,complete_prompt,vote_count,unique_qids,all_qids_voted,source_approaches,voting_algorithm,threshold,multi_valued_support,TP,FP,FN,entity_type,TN,gold_years,linked_years,common_years,precision,recall,f1
What is the date of birth of Antoine Law?,,"Antoine Law rent -Baudron was born at Amiens, i in 117 43.",Antoine Law,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Antoine Law""
Sentence: ""Antoine Law rent -Baudron was born at Amiens, i in 117 43.""
Question: ""What is the date of birth of Antoine Law?""

Answer:",1143-01-01T00:00:00Z,NIL,person,1743,1143-01-01,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,5,2,1143-01-01;1143-01-01;1143-01-01;1143-01-01;1174-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,1,1,NIL,0,1743,1143,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Arthur Bent?,,"The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.",Arthur Bent,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Arthur Bent""
Sentence: ""The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.""
Question: ""What is the date of birth of Arthur Bent?""

Answer:",1870-03-06T00:00:00Z,NIL,person,,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,7,7,1870-03-06;1830-05-02;1860-06-14;1815-05-20;1830-01-01;1854-09-25;1834-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of B.?,,"B., Oxon.; W. J. Jennings, B.A.; T. C. Hatton, B.A. & c.",B.,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""B.""
Sentence: ""B., Oxon.; W. J. Jennings, B.A.; T. C. Hatton, B.A. & c.""
Question: ""What is the date of birth of B.?""

Answer:",Unknown,NIL,person,,1730-01-01;1866-06-01,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,2,2,1866-06-01;1730-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Bart?,,"The chair was occupied en the occasion by Sir Thomas Gladstone, Bart.",Bart,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Bart""
Sentence: ""The chair was occupied en the occasion by Sir Thomas Gladstone, Bart.""
Question: ""What is the date of birth of Bart?""

Answer:",1947-05-01T00:00:00Z,NIL,person,,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,5,5,1947-05-01;1782-12-17;1849-12-05;1863-01-01;1736-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Beasley?,,"Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.",Beasley,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Beasley""
Sentence: ""Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.""
Question: ""What is the date of birth of Beasley?""

Answer:",1978-03-14T00:00:00Z,NIL,person,,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,6,6,1978-03-14;1857-03-02;1830-01-01;1809-06-10;1832-01-01;1796-09-17,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Beata Francis?,,"Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.",Beata Francis,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Beata Francis""
Sentence: ""Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.""
Question: ""What is the date of birth of Beata Francis?""

Answer:",1976-01-01T00:00:00Z,NIL,person,NIL,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,7,7,1976-01-01;1859-10-04;1843-04-04;1831-06-01;1905-01-01;1872-04-22;1880-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,1,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Beck Marshall?,,"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.",Beck Marshall,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Beck Marshall""
Sentence: ""With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.""
Question: ""What is the date of birth of Beck Marshall?""

Answer:",1640-01-01T00:00:00Z,NIL,person,NIL,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,7,7,1640-01-01;1792-12-27;1790-01-01;1790-03-12;1796-04-25;1779-01-01;1794-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,1,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Benson?,,"G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.",Benson,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Benson""
Sentence: ""G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.""
Question: ""What is the date of birth of Benson?""

Answer:",1965-01-01T00:00:00Z,NIL,person,,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,6,6,1965-01-01;1823-02-08;1823-01-01;1784-11-14;1809-01-01;1811-04-14,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Berthaume?,,"Charles Phillippe Lafont, a very distinguished violinist, began to learn the violin with his mother, who was the sister of Berthaume, when yet very young.",Berthaume,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Berthaume""
Sentence: ""Charles Phillippe Lafont, a very distinguished violinist, began to learn the violin with his mother, who was the sister of Berthaume, when yet very young.""
Question: ""What is the date of birth of Berthaume?""

Answer:",1745-01-01T00:00:00Z,NIL,person,,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,3,3,1745-01-01;1800-01-01;1755-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Bow?,,", Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.",Bow,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Bow""
Sentence: "", Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.""
Question: ""What is the date of birth of Bow?""

Answer:",1941-01-01T00:00:00Z,NIL,person,,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,5,5,1941-01-01;1742-06-10;1900-01-01;1895-01-01;1850-01-01,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
What is the date of birth of Bowling?,,"The other artists were Miss Wood, and Messrs. Acomb and Bowling.",Bowling,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Bowling""
Sentence: ""The other artists were Miss Wood, and Messrs. Acomb and Bowling.""
Question: ""What is the date of birth of Bowling?""

Answer:",1924-11-30T00:00:00Z,NIL,person,,,QA_DoB_NIL_noctx_openrouter_openai_gpt-4o-mini_20250424_linked_evaluated.csv,ZS,openai_gpt-4o-mini,,,,,,7,7,1924-11-30;1803-12-11;1909-04-12;1808-01-01;1833-09-04;1880-01-01;1888-10-05,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,,,,0.2,0.058823529411764705,0.0909090909090909
